18:00:00; Battery: level = 94, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4042
18:02:30; Battery: level = 93, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4036
18:04:30; Battery: level = 92, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4030
18:11:00; Battery: level = 91, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4024
18:11:00; Battery: level = 90, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4007
18:12:59; Battery: level = 89, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4012
18:15:29; Battery: level = 88, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4006
18:18:30; Battery: level = 87, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3998
18:22:00; Battery: level = 86, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3982
18:24:00; Battery: level = 85, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3985
18:27:00; Battery: level = 84, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3979
18:32:29; Battery: level = 83, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3973
18:32:29; Battery: level = 82, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3967
18:35:00; Battery: level = 81, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3962
18:39:00; Battery: level = 80, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3942
18:40:59; Battery: level = 79, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3950
18:44:30; Battery: level = 78, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3942
18:48:29; Battery: level = 77, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3937
18:57:01; Battery: level = 76, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3934
18:57:01; Battery: level = 75, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3922
18:59:30; Battery: level = 74, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3916
19:02:59; Battery: level = 73, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3911
