16:23:33, 00:23:D4:6A:B6:B9, 0
16:23:33, 00:23:D4:6A:B6:B9, 1
16:26:13, 00:23:D4:6A:B6:B9, 1
16:26:13, 00:23:D4:6A:B6:B9, 0
16:30:33, 00:23:D4:6A:B6:B9, 0
16:30:33, 00:23:D4:6A:B6:B9, 1
16:34:49, 00:23:D4:6A:B6:B9, 1
16:34:49, 00:23:D4:6A:B6:B9, 0
16:39:06, 00:23:D4:6A:B6:B9, 0
16:39:06, 00:23:D4:6A:B6:B9, 1
16:43:23, 00:23:D4:6A:B6:B9, 1
16:43:23, 00:23:D4:6A:B6:B9, 0
16:47:42, 00:23:D4:6A:B6:B9, 0
16:47:42, 00:23:D4:6A:B6:B9, 1
16:52:00, 00:23:D4:6A:B6:B9, 1
16:52:00, 00:23:D4:6A:B6:B9, 0
16:56:17, 00:23:D4:6A:B6:B9, 0
16:56:17, 00:23:D4:6A:B6:B9, 1
17:00:34, 00:23:D4:6A:B6:B9, 1
17:00:34, 00:23:D4:6A:B6:B9, 0
17:04:54, 00:23:D4:6A:B6:B9, 0
17:04:54, 00:23:D4:6A:B6:B9, 1
17:09:10, 00:23:D4:6A:B6:B9, 1
17:09:10, 00:23:D4:6A:B6:B9, 0
