16:09:05, 00:23:D4:6A:87:DE, 00:23:D4:6A:BB:92, bluetooth_network, false, fresh
16:09:23, 00:23:D4:6A:87:DE, 00:23:D4:69:79:1C, bluetooth_network, false, fresh
16:12:16, 00:23:D4:6A:87:DE, 00:23:D4:69:79:1C, bluetooth_network, true, update
16:12:20, 00:23:D4:6A:87:DE, 00:23:D4:6A:BB:92, bluetooth_network, true, update
