16:08:03, 00:23:D4:6A:F5:43, 00:23:D4:6A:22:09, bluetooth_network, false, fresh
16:08:04, 00:23:D4:6A:F5:43, 00:23:D4:6A:A4:E2, bluetooth_network, false, fresh
16:12:18, 00:23:D4:6A:F5:43, 00:23:D4:6A:22:09, bluetooth_network, false, fresh
16:29:30, 00:23:D4:6A:F5:43, 00:23:D4:6A:22:09, bluetooth_network, false, fresh
