16:02:06, 00:23:D4:6A:D1:B8, 00:23:D4:68:E1:E9, bluetooth_network, false, fresh
16:03:46, 00:23:D4:6A:D1:B8, 00:23:D4:68:E1:E9, bluetooth_network, true, update
16:10:23, 00:23:D4:6A:D1:B8, 00:23:D4:68:E1:E9, bluetooth_network, true, update
16:10:32, 00:23:D4:6A:D1:B8, 00:23:D4:6A:B6:B9, bluetooth_network, true, update
16:14:33, 00:23:D4:6A:D1:B8, 00:23:D4:6A:B6:B9, bluetooth_network, true, update
