22:47:16, 00:23:D4:6A:22:09, 0
22:47:16, 00:23:D4:6A:22:09, 1
22:48:07, 00:23:D4:6A:22:09, 1
22:48:07, 00:23:D4:6A:22:09, 0
22:55:21, 00:23:D4:6A:22:09, 0
22:55:21, 00:23:D4:6A:22:09, 1
22:59:39, 00:23:D4:6A:22:09, 1
22:59:39, 00:23:D4:6A:22:09, 0
23:08:10, 00:23:D4:6A:22:09, 0
23:08:10, 00:23:D4:6A:22:09, 1
23:12:27, 00:23:D4:6A:22:09, 1
23:12:27, 00:23:D4:6A:22:09, 0
23:36:14, 00:23:D4:6A:22:09, 0
23:36:14, 00:23:D4:6A:22:09, 1
23:36:20, 00:23:D4:6A:22:09, 1
23:36:20, 00:23:D4:6A:22:09, 0
23:42:39, 00:23:D4:6A:22:09, 0
23:42:39, 00:23:D4:6A:22:09, 1
23:46:55, 00:23:D4:6A:22:09, 1
23:46:55, 00:23:D4:6A:22:09, 0
