13:35:12, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4140, active bt peers=2, potential bt peers=6
UConnect Schedule  prime=7
13:35:12 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
15:03:09, 18:00:00, Battery: level = 88, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4020, active bt peers=3, potential bt peers=6
UConnect Schedule  prime=7
15:03:09 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
15:04:46, 18:01:36, Battery: level = 89, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4132, active bt peers=2, potential bt peers=6
15:08:15, 18:05:06, Battery: level = 90, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4130, active bt peers=2, potential bt peers=6
15:11:45, 18:08:36, Battery: level = 91, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4137, active bt peers=1, potential bt peers=6
15:15:15, 18:12:05, Battery: level = 92, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4137, active bt peers=1, potential bt peers=6
15:22:14, 18:00:00, Battery: level = 93, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4132, active bt peers=2, potential bt peers=6
UConnect Schedule  prime=7
15:22:15, 18:00:00, Battery: level = 94, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4140, active bt peers=0, potential bt peers=6
15:22:15 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
15:25:44, 18:03:30, Battery: level = 95, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4146, active bt peers=2, potential bt peers=6
15:29:14, 18:06:59, Battery: level = 96, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4150, active bt peers=2, potential bt peers=6
15:29:44, 18:07:29, Battery: level = 97, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4151, active bt peers=2, potential bt peers=6
15:30:14, 18:07:59, Battery: level = 98, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4147, active bt peers=2, potential bt peers=6
15:31:14, 18:08:59, Battery: level = 99, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4151, active bt peers=2, potential bt peers=6
15:40:59, 18:00:00, Battery: level = 99, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4151, active bt peers=2, potential bt peers=6
UConnect Schedule  prime=7
15:40:59 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
16:01:35, 18:20:35, Battery: level = 99, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4098, active bt peers=2, potential bt peers=6
16:01:58, 18:20:59, Battery: level = 99, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4081, active bt peers=2, potential bt peers=6
16:01:59, 18:21:00, Battery: level = 99, scale = 100, status = 2, health = 2, plugged = 2, voltage = 4150, active bt peers=2, potential bt peers=6
