13:36:01, 00:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4131, active bt peers=3, potential bt peers=6
UConnect Schedule  prime=7
13:36:01 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
15:02:30, 00:00:00, Battery: level = 90, scale = 100, status = 2, health = 2, plugged = 1, voltage = 3996, active bt peers=5, potential bt peers=6
UConnect Schedule  prime=7
15:02:30 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
15:04:37, 00:02:07, Battery: level = 91, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4184, active bt peers=2, potential bt peers=6
15:11:37, 00:09:06, Battery: level = 92, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4187, active bt peers=2, potential bt peers=6
15:18:26, 00:00:00, Battery: level = 92, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4187, active bt peers=2, potential bt peers=6
UConnect Schedule  prime=7
15:18:26 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
15:18:36, 00:00:10, Battery: level = 93, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4184, active bt peers=2, potential bt peers=6
15:19:06, 00:00:40, Battery: level = 94, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4185, active bt peers=2, potential bt peers=6
15:19:37, 00:01:10, Battery: level = 95, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4187, active bt peers=2, potential bt peers=6
15:20:06, 00:01:40, Battery: level = 96, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4188, active bt peers=2, potential bt peers=6
15:20:36, 00:02:10, Battery: level = 97, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4188, active bt peers=2, potential bt peers=6
15:21:06, 00:02:40, Battery: level = 98, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4187, active bt peers=1, potential bt peers=6
15:21:36, 00:03:10, Battery: level = 99, scale = 100, status = 2, health = 2, plugged = 1, voltage = 4185, active bt peers=1, potential bt peers=6
15:31:36, 00:13:09, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4189, active bt peers=1, potential bt peers=6
15:39:07, 00:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4189, active bt peers=1, potential bt peers=6
UConnect Schedule  prime=7
15:39:07 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
16:01:15, 00:22:08, Battery: level = 100, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4139, active bt peers=1, potential bt peers=6
16:01:20, 00:22:13, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4140, active bt peers=1, potential bt peers=6
16:01:21, 00:22:14, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 2, voltage = 4185, active bt peers=1, potential bt peers=6
