Current Time, My address, Neighbor address, Neighbor IP, Name, Network type, Direct, New, Size
08:36:25 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
08:36:39, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.1, wifi_network, true, fresh, 1
08:36:39, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, 11, GARBAGE, bluetooth discovery, true, old, 1
08:36:44, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.1, wifi_network, true, old, 1
08:36:44, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.1, wifi_network, true, old, 1
08:36:45, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.2, wifi_network, true, fresh, 2
08:36:45, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.2, wifi_network, true, old, 2
08:38:58, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, 11, GARBAGE, bluetooth_network, true, old, 2
08:38:58, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.2, bluetooth_network, true, old, 2
08:38:59, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, 13, GARBAGE, bluetooth_network, true, old, 2
08:40:43, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.1, wifi_network, true, old, 2
08:40:43, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 2
08:40:47, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.1, wifi_network, true, old, 2
08:40:47, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 2
Current Time, My address, Neighbor address, Neighbor IP, Name, Network type, Direct, New, Size
08:42:12 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
08:42:27, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, 11, GARBAGE, bluetooth discovery, true, fresh, 1
08:42:28, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.2, wifi_network, true, fresh, 2
08:42:32, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.1, wifi_network, true, old, 2
08:42:32, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.1, wifi_network, true, old, 2
08:42:33, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.2, wifi_network, true, old, 2
08:44:45, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, 11, GARBAGE, bluetooth_network, true, old, 2
08:44:45, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.2, bluetooth_network, true, old, 2
08:44:46, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, 13, GARBAGE, bluetooth_network, true, old, 2
08:46:31, 00:23:D4:68:E1:E9, 00:23:D4:6A:E5:21, phone, 192.168.1.4, wifi_network, true, fresh, 3
08:46:44, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.2, wifi_network, true, old, 3
08:46:44, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 3
Current Time, My address, Neighbor address, Neighbor IP, Name, Network type, Direct, New, Size
08:47:27 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
08:47:33, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, 13, GARBAGE, bluetooth discovery, true, fresh, 1
08:47:35, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.2, wifi_network, true, old, 1
08:47:37, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.1, wifi_network, true, fresh, 2
