08:42:06, 00:23:D4:6A:B6:B9, 00:23:D4:6A:A4:E2, bluetooth_network, false, fresh
08:42:08, 00:23:D4:6A:B6:B9, 00:23:D4:68:E1:E9, bluetooth_network, false, fresh
08:42:08, 00:23:D4:6A:B6:B9, 00:23:D4:69:79:1C, bluetooth_network, false, fresh
08:42:09, 00:23:D4:6A:B6:B9, 00:23:D4:6A:87:DE, bluetooth_network, false, fresh
08:43:36, 00:23:D4:6A:B6:B9, 00:23:D4:68:E1:E9, bluetooth_network, true, update
08:44:25, 00:23:D4:6A:B6:B9, 00:23:D4:6A:A4:E2, bluetooth_network, true, update
