08:41:41, 00:23:D4:6A:A4:E2, 00:23:D4:68:E1:E9, bluetooth_network, false, fresh
08:41:41, 00:23:D4:6A:A4:E2, 00:23:D4:69:79:1C, bluetooth_network, false, fresh
08:41:44, 00:23:D4:6A:A4:E2, 00:23:D4:6A:87:DE, bluetooth_network, true, update
08:41:59, 00:23:D4:6A:A4:E2, 00:23:D4:6A:B6:B9, bluetooth_network, false, fresh
08:43:34, 00:23:D4:6A:A4:E2, 00:23:D4:6A:87:DE, bluetooth_network, true, update
08:43:46, 00:23:D4:6A:A4:E2, 00:23:D4:68:E1:E9, bluetooth_network, true, update
08:44:36, 00:23:D4:6A:A4:E2, 00:23:D4:6A:B6:B9, bluetooth_network, true, update
08:48:37, 00:23:D4:6A:A4:E2, 00:23:D4:6A:87:DE, bluetooth_network, true, update
08:48:41, 00:23:D4:6A:A4:E2, 00:23:D4:6A:D1:B8, bluetooth_network, false, fresh
08:48:54, 00:23:D4:6A:A4:E2, 00:23:D4:6A:22:09, bluetooth_network, false, fresh
