08:44:20, 00:23:D4:6A:F5:43, 00:23:D4:68:E1:E9, bluetooth_network, false, fresh
08:44:21, 00:23:D4:6A:F5:43, 00:23:D4:6A:B6:B9, bluetooth_network, false, fresh
08:44:22, 00:23:D4:6A:F5:43, 00:23:D4:6A:87:DE, bluetooth_network, true, update
08:44:23, 00:23:D4:6A:F5:43, 00:23:D4:6A:A4:E2, bluetooth_network, true, update
08:44:24, 00:23:D4:6A:F5:43, 00:23:D4:6A:BB:92, bluetooth_network, false, fresh
08:44:28, 00:23:D4:6A:F5:43, 00:23:D4:6A:D1:B8, bluetooth_network, false, fresh
08:46:43, 00:23:D4:6A:F5:43, 00:23:D4:6A:D1:B8, bluetooth_network, true, update
08:57:22, 00:23:D4:6A:F5:43, 00:23:D4:6A:22:09, bluetooth_network, false, fresh
08:57:24, 00:23:D4:6A:F5:43, 00:23:D4:6A:B6:B9, bluetooth_network, true, update
08:57:27, 00:23:D4:6A:F5:43, 00:23:D4:69:79:1C, bluetooth_network, false, fresh
