17:33:07, 00:23:D4:6A:A4:E2, 00:23:D4:6A:22:09, bluetooth_network, false, fresh
17:37:02, 00:23:D4:6A:A4:E2, 00:23:D4:6A:F5:43, bluetooth_network, true, update
17:37:58, 00:23:D4:6A:A4:E2, 00:23:D4:6A:F5:43, bluetooth_network, true, update
