Service discovery failed DEVICE:zxc [3 Mar 2011 19:43:51 GMT]
zxc cancled election initiation [3 Mar 2011 19:48:15 GMT]
qwerty cancled election initiation [3 Mar 2011 22:41:21 GMT]
Service discovery failed DEVICE:asdf [3 Mar 2011 23:27:01 GMT]
Service discovery failed DEVICE:sgaf [3 Mar 2011 23:27:10 GMT]
Service discovery failed DEVICE:HTC Dream [3 Mar 2011 23:34:07 GMT]
Service discovery failed DEVICE:asdf [3 Mar 2011 23:34:12 GMT]
Service discovery failed DEVICE:09 [3 Mar 2011 23:48:02 GMT]
Connection timed out DEVICE:HTC Dream [4 Mar 2011 00:28:08 GMT]
asdf cancled election initiation [4 Mar 2011 00:28:09 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 00:58:11 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 00:58:12 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 00:58:18 GMT]
asdf cancled election initiation [4 Mar 2011 00:58:21 GMT]
Device or resource busy DEVICE:HTC Dream [4 Mar 2011 02:08:18 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 02:08:19 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 02:08:23 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 02:08:24 GMT]
09 failed election [4 Mar 2011 02:08:25 GMT]
asdf cancled election initiation [4 Mar 2011 02:47:01 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 02:58:50 GMT]
Device or resource busy DEVICE:HTC Dream [4 Mar 2011 02:58:50 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 02:58:51 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 03:22:21 GMT]
Connection timed out DEVICE:asdf [4 Mar 2011 04:00:05 GMT]
Service discovery failed DEVICE:sgaf [4 Mar 2011 05:09:28 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 06:08:12 GMT]
Connection timed out DEVICE:asdf [4 Mar 2011 06:08:38 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 06:08:43 GMT]
qwerty cancled election initiation [4 Mar 2011 06:08:47 GMT]
sgaf cancled election initiation [4 Mar 2011 06:22:07 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 06:43:15 GMT]
Device or resource busy DEVICE:HTC Dream [4 Mar 2011 06:43:15 GMT]
Device or resource busy DEVICE:asdf [4 Mar 2011 06:43:16 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 07:46:36 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 07:55:49 GMT]
Service discovery failed DEVICE:sgaf [4 Mar 2011 08:39:30 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 08:39:36 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 08:39:41 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 08:39:47 GMT]
asdf cancled election initiation [4 Mar 2011 08:39:48 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 08:49:44 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 08:58:47 GMT]
Service discovery failed DEVICE:sgaf [4 Mar 2011 09:21:38 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 09:21:43 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 09:21:49 GMT]
asdf cancled election initiation [4 Mar 2011 09:21:49 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 09:26:49 GMT]
asdf cancled election initiation [4 Mar 2011 09:26:50 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 10:11:55 GMT]
asdf cancled election initiation [4 Mar 2011 10:11:55 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 10:33:42 GMT]
asdf cancled election initiation [4 Mar 2011 10:33:42 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 10:49:28 GMT]
asdf cancled election initiation [4 Mar 2011 10:49:29 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 10:54:44 GMT]
asdf cancled election initiation [4 Mar 2011 10:54:44 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 11:00:00 GMT]
asdf cancled election initiation [4 Mar 2011 11:00:01 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 11:05:17 GMT]
asdf cancled election initiation [4 Mar 2011 11:05:17 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 11:20:18 GMT]
asdf cancled election initiation [4 Mar 2011 11:20:19 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 11:36:52 GMT]
asdf cancled election initiation [4 Mar 2011 11:36:52 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 11:51:10 GMT]
asdf cancled election initiation [4 Mar 2011 11:51:10 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 12:03:55 GMT]
asdf cancled election initiation [4 Mar 2011 12:03:55 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 12:15:59 GMT]
asdf cancled election initiation [4 Mar 2011 12:15:59 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 12:21:10 GMT]
asdf cancled election initiation [4 Mar 2011 12:21:10 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 12:36:57 GMT]
asdf cancled election initiation [4 Mar 2011 12:36:58 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 12:42:15 GMT]
asdf cancled election initiation [4 Mar 2011 12:42:15 GMT]
Connection refused DEVICE:asdf [4 Mar 2011 12:47:35 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 12:47:35 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 12:52:19 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 12:57:03 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 13:01:46 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 13:06:36 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 13:11:19 GMT]
Device or resource busy DEVICE:09 [4 Mar 2011 13:16:05 GMT]
qwerty cancled election initiation [4 Mar 2011 13:16:08 GMT]
qwerty cancled election initiation [4 Mar 2011 13:25:14 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 14:02:07 GMT]
sgaf cancled election initiation [4 Mar 2011 14:02:12 GMT]
Connection timed out DEVICE:09 [6 Mar 2011 03:56:18 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 03:56:25 GMT]
cnd45 cancled election initiation [6 Mar 2011 04:00:51 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 04:16:52 GMT]
Device or resource busy DEVICE:09 [6 Mar 2011 04:16:52 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 04:40:19 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 04:56:16 GMT]
sgaf cancled election initiation [6 Mar 2011 04:56:21 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 05:03:06 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 05:30:46 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 05:30:57 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 05:37:50 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 06:07:35 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 06:30:37 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 06:30:42 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 07:00:38 GMT]
sgaf cancled election initiation [6 Mar 2011 07:12:02 GMT]
cnd45 cancled election initiation [6 Mar 2011 07:12:02 GMT]
Device or resource busy DEVICE:09 [6 Mar 2011 07:35:09 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 08:49:18 GMT]
Connection reset by peer DEVICE:cnd45 [6 Mar 2011 09:09:47 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 09:16:48 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 09:26:05 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 09:56:42 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 09:56:47 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 10:37:52 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 10:47:00 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 11:00:48 GMT]
09 cancled election initiation [6 Mar 2011 11:12:13 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 11:53:56 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 11:54:01 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 12:03:00 GMT]
cnd45 cancled election initiation [6 Mar 2011 12:12:18 GMT]
Device or resource busy DEVICE:09 [6 Mar 2011 12:17:35 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 12:17:35 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 12:33:47 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 12:33:52 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 13:29:01 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 13:47:19 GMT]
09 cancled election initiation [6 Mar 2011 13:47:24 GMT]
09 cancled election initiation [6 Mar 2011 13:54:09 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 14:12:20 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 14:28:33 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 14:40:23 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 14:51:37 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 15:03:11 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 15:16:52 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 15:26:15 GMT]
cnd45 cancled election initiation [6 Mar 2011 15:26:15 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 15:31:20 GMT]
09 cancled election initiation [6 Mar 2011 15:31:30 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 15:40:44 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 15:40:49 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 16:11:37 GMT]
sgaf cancled election initiation [6 Mar 2011 16:11:43 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 16:16:46 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 16:16:51 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 16:46:52 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 17:17:05 GMT]
09 cancled election initiation [6 Mar 2011 17:28:31 GMT]
09 cancled election initiation [6 Mar 2011 18:29:10 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 19:06:09 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 19:06:15 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 19:15:31 GMT]
Connection timed out DEVICE:09 [6 Mar 2011 19:48:11 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 20:39:09 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 22:22:10 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 23:19:45 GMT]
Service discovery failed DEVICE:09 [6 Mar 2011 23:31:54 GMT]
sgaf cancled election initiation [6 Mar 2011 23:31:54 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 23:45:16 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 23:45:17 GMT]
Device or resource busy DEVICE:qwerty [6 Mar 2011 23:45:18 GMT]
09 cancled election initiation [6 Mar 2011 23:45:24 GMT]
Device or resource busy DEVICE:qwerty [6 Mar 2011 23:48:15 GMT]
Service discovery failed DEVICE:qwerty [7 Mar 2011 00:08:43 GMT]
09 cancled election initiation [7 Mar 2011 00:41:51 GMT]
Service discovery failed DEVICE:cnd45 [7 Mar 2011 01:06:20 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:03:30 GMT]
Device or resource busy DEVICE:09 [7 Mar 2011 02:06:16 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 02:06:16 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 02:06:17 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:06:18 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:09:17 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:12:16 GMT]
Device or resource busy DEVICE:09 [7 Mar 2011 02:19:19 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 02:19:19 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:33:36 GMT]
Device or resource busy DEVICE:09 [7 Mar 2011 02:36:12 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:36:15 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 02:39:05 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:39:05 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:41:57 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:44:51 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 02:52:01 GMT]
cnd45 cancled election initiation [7 Mar 2011 03:12:52 GMT]
sgaf cancled election initiation [7 Mar 2011 03:12:52 GMT]
09 cancled election initiation [7 Mar 2011 03:12:52 GMT]
sgaf cancled election initiation [7 Mar 2011 03:38:08 GMT]
Device or resource busy DEVICE:cnd45 [7 Mar 2011 03:40:50 GMT]
Device or resource busy DEVICE:09 [7 Mar 2011 03:40:56 GMT]
sgaf cancled election initiation [7 Mar 2011 03:40:56 GMT]
sgaf cancled election initiation [7 Mar 2011 03:43:51 GMT]
09 cancled election initiation [7 Mar 2011 04:02:20 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 04:16:44 GMT]
09 cancled election initiation [7 Mar 2011 04:16:48 GMT]
Service discovery failed DEVICE:09 [7 Mar 2011 04:19:08 GMT]
09 cancled election initiation [7 Mar 2011 04:48:36 GMT]
09 cancled election initiation [7 Mar 2011 05:00:58 GMT]
09 cancled election initiation [7 Mar 2011 05:03:30 GMT]
09 cancled election initiation [7 Mar 2011 05:25:46 GMT]
09 cancled election initiation [7 Mar 2011 05:28:25 GMT]
09 cancled election initiation [7 Mar 2011 05:42:58 GMT]
sgaf cancled election initiation [7 Mar 2011 05:42:58 GMT]
sgaf cancled election initiation [7 Mar 2011 05:54:13 GMT]
Device or resource busy DEVICE:09 [7 Mar 2011 06:08:41 GMT]
Connection reset by peer DEVICE:sgaf [7 Mar 2011 06:27:14 GMT]
09 cancled election initiation [7 Mar 2011 06:27:14 GMT]
09 cancled election initiation [7 Mar 2011 06:47:55 GMT]
sgaf cancled election initiation [7 Mar 2011 06:47:55 GMT]
09 cancled election initiation [7 Mar 2011 06:50:28 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 07:03:03 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 07:20:24 GMT]
09 cancled election initiation [7 Mar 2011 07:20:24 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 07:32:10 GMT]
09 cancled election initiation [7 Mar 2011 07:32:11 GMT]
09 cancled election initiation [7 Mar 2011 07:44:40 GMT]
Connection reset by peer DEVICE:sgaf [7 Mar 2011 07:59:05 GMT]
09 cancled election initiation [7 Mar 2011 07:59:05 GMT]
sgaf cancled election initiation [7 Mar 2011 08:10:22 GMT]
09 cancled election initiation [7 Mar 2011 08:10:22 GMT]
Service discovery failed DEVICE:09 [7 Mar 2011 08:21:39 GMT]
sgaf cancled election initiation [7 Mar 2011 08:21:41 GMT]
sgaf cancled election initiation [7 Mar 2011 08:24:07 GMT]
sgaf cancled election initiation [7 Mar 2011 08:26:40 GMT]
