20:14:06, 00:23:D4:6A:87:DE, 00:23:D4:6A:BB:92, bluetooth_network, false, fresh
20:14:06, 00:23:D4:6A:87:DE, 00:23:D4:69:79:1C, bluetooth_network, false, fresh
20:18:07, 00:23:D4:6A:87:DE, 00:23:D4:6A:BB:92, bluetooth_network, true, update
