08:43:41 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
08:43:42, 00:23:D4:6A:E5:21, 0
08:43:42, 00:23:D4:6A:E5:21, 1
08:50:25 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
08:50:25, 00:23:D4:6A:E5:21, 0
08:50:25, 00:23:D4:6A:E5:21, 1
08:59:48 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
08:59:49, 00:23:D4:6A:E5:21, 0
08:59:49, 00:23:D4:6A:E5:21, 1
09:28:34 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
09:28:35, 00:23:D4:6A:E5:21, 0
09:28:35, 00:23:D4:6A:E5:21, 1
09:36:25 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
09:36:26, 00:23:D4:6A:E5:21, 0
09:36:26, 00:23:D4:6A:E5:21, 1
09:47:23 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
09:47:24, 00:23:D4:6A:E5:21, 0
09:47:24, 00:23:D4:6A:E5:21, 1
09:51:39, 00:23:D4:6A:E5:21, 1
09:51:39, 00:23:D4:6A:E5:21, 0
10:03:28 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
10:03:29, 00:23:D4:6A:E5:21, 0
10:03:29, 00:23:D4:6A:E5:21, 1
10:08:42 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
10:08:42, 00:23:D4:6A:E5:21, 0
10:08:42, 00:23:D4:6A:E5:21, 1
10:15:23, 00:23:D4:6A:E5:21, 1
10:15:23, 00:23:D4:6A:E5:21, 0
