01:22:49, 00:23:D4:68:E1:E9, 0
01:22:49, 00:23:D4:68:E1:E9, 1
01:27:49, 00:23:D4:68:E1:E9, 1
01:27:49, 00:23:D4:68:E1:E9, 0
01:34:29, 00:23:D4:68:E1:E9, 0
01:34:29, 00:23:D4:68:E1:E9, 1
01:39:34, 00:23:D4:68:E1:E9, 1
01:39:34, 00:23:D4:68:E1:E9, 0
01:43:49, 00:23:D4:68:E1:E9, 0
01:43:49, 00:23:D4:68:E1:E9, 1
01:48:40, 00:23:D4:68:E1:E9, 1
01:48:40, 00:23:D4:68:E1:E9, 0
01:53:11, 00:23:D4:68:E1:E9, 0
01:53:11, 00:23:D4:68:E1:E9, 1
01:53:23, 00:23:D4:68:E1:E9, 1
01:53:23, 00:23:D4:68:E1:E9, 0
02:09:51, 00:23:D4:68:E1:E9, 0
02:09:51, 00:23:D4:68:E1:E9, 1
02:11:27, 00:23:D4:68:E1:E9, 1
02:11:27, 00:23:D4:68:E1:E9, 0
02:18:10, 00:23:D4:68:E1:E9, 0
02:18:10, 00:23:D4:68:E1:E9, 1
02:23:15, 00:23:D4:68:E1:E9, 1
02:23:15, 00:23:D4:68:E1:E9, 0
02:27:30, 00:23:D4:68:E1:E9, 0
02:27:30, 00:23:D4:68:E1:E9, 1
02:32:49, 00:23:D4:68:E1:E9, 1
02:32:49, 00:23:D4:68:E1:E9, 0
02:37:18, 00:23:D4:68:E1:E9, 0
02:37:18, 00:23:D4:68:E1:E9, 1
02:42:30, 00:23:D4:68:E1:E9, 1
02:42:30, 00:23:D4:68:E1:E9, 0
02:47:08, 00:23:D4:68:E1:E9, 0
02:47:08, 00:23:D4:68:E1:E9, 1
02:52:27, 00:23:D4:68:E1:E9, 1
02:52:27, 00:23:D4:68:E1:E9, 0
02:56:56, 00:23:D4:68:E1:E9, 0
02:56:56, 00:23:D4:68:E1:E9, 1
03:02:14, 00:23:D4:68:E1:E9, 1
03:02:14, 00:23:D4:68:E1:E9, 0
03:06:45, 00:23:D4:68:E1:E9, 0
03:06:45, 00:23:D4:68:E1:E9, 1
03:11:57, 00:23:D4:68:E1:E9, 1
03:11:57, 00:23:D4:68:E1:E9, 0
03:16:23, 00:23:D4:68:E1:E9, 0
03:16:23, 00:23:D4:68:E1:E9, 1
03:21:35, 00:23:D4:68:E1:E9, 1
03:21:35, 00:23:D4:68:E1:E9, 0
03:26:07, 00:23:D4:68:E1:E9, 0
03:26:07, 00:23:D4:68:E1:E9, 1
03:31:15, 00:23:D4:68:E1:E9, 1
03:31:15, 00:23:D4:68:E1:E9, 0
03:35:53, 00:23:D4:68:E1:E9, 0
03:35:53, 00:23:D4:68:E1:E9, 1
03:40:59, 00:23:D4:68:E1:E9, 1
03:40:59, 00:23:D4:68:E1:E9, 0
03:45:22, 00:23:D4:68:E1:E9, 0
03:45:22, 00:23:D4:68:E1:E9, 1
03:50:20, 00:23:D4:68:E1:E9, 1
03:50:20, 00:23:D4:68:E1:E9, 0
03:54:57, 00:23:D4:68:E1:E9, 0
03:54:57, 00:23:D4:68:E1:E9, 1
04:00:09, 00:23:D4:68:E1:E9, 1
04:00:09, 00:23:D4:68:E1:E9, 0
04:04:32, 00:23:D4:68:E1:E9, 0
04:04:32, 00:23:D4:68:E1:E9, 1
04:09:31, 00:23:D4:68:E1:E9, 1
04:09:31, 00:23:D4:68:E1:E9, 0
04:14:01, 00:23:D4:68:E1:E9, 0
04:14:01, 00:23:D4:68:E1:E9, 1
04:19:13, 00:23:D4:68:E1:E9, 1
04:19:13, 00:23:D4:68:E1:E9, 0
04:23:50, 00:23:D4:68:E1:E9, 0
04:23:50, 00:23:D4:68:E1:E9, 1
04:28:59, 00:23:D4:68:E1:E9, 1
04:28:59, 00:23:D4:68:E1:E9, 0
