ty cancled election initiation [25 Feb 2011 15:39:33 GMT]
Device or resource busy DEVICE:HTC Dream [25 Feb 2011 15:43:25 GMT]
Device or resource busy DEVICE:sgaf [25 Feb 2011 15:43:27 GMT]
Device or resource busy DEVICE:09 [25 Feb 2011 15:43:27 GMT]
Device or resource busy DEVICE:zxc [25 Feb 2011 15:43:31 GMT]
Device or resource busy DEVICE:HTC Dream [25 Feb 2011 15:43:37 GMT]
Service discovery failed DEVICE:asdf [25 Feb 2011 15:43:43 GMT]
qwerty cancled election initiation [25 Feb 2011 15:43:43 GMT]
Service discovery failed DEVICE:09 [25 Feb 2011 16:20:26 GMT]
HTC Dream cancled election initiation [25 Feb 2011 16:20:28 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 16:50:00 GMT]
09 cancled election initiation [25 Feb 2011 16:50:03 GMT]
HTC Dream cancled election initiation [25 Feb 2011 17:16:21 GMT]
HTC Dream cancled election initiation [25 Feb 2011 17:59:28 GMT]
Device or resource busy DEVICE:09 [25 Feb 2011 18:06:31 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 18:06:37 GMT]
Service discovery failed DEVICE:09 [25 Feb 2011 19:06:29 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 19:45:08 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 21:05:43 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 21:05:49 GMT]
HTC Dream cancled election initiation [25 Feb 2011 21:30:26 GMT]
HTC Dream cancled election initiation [25 Feb 2011 21:30:26 GMT]
HTC Dream cancled election initiation [25 Feb 2011 22:12:16 GMT]
HTC Dream cancled election initiation [25 Feb 2011 22:12:16 GMT]
Connection timed out DEVICE:HTC Dream [25 Feb 2011 22:38:31 GMT]
HTC Dream cancled election initiation [25 Feb 2011 22:56:44 GMT]
HTC Dream cancled election initiation [25 Feb 2011 23:29:16 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 00:10:53 GMT]
HTC Dream cancled election initiation [26 Feb 2011 01:46:37 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 02:35:49 GMT]
HTC Dream cancled election initiation [26 Feb 2011 02:40:11 GMT]
Device or resource busy DEVICE:HTC Dream [26 Feb 2011 02:44:24 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 02:44:30 GMT]
Device or resource busy DEVICE:HTC Dream [26 Feb 2011 02:59:02 GMT]
Connection timed out DEVICE:HTC Dream [26 Feb 2011 21:31:48 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 23:01:26 GMT]
HTC Dream cancled election initiation [27 Feb 2011 02:18:13 GMT]
Device or resource busy DEVICE:HTC Dream [27 Feb 2011 02:31:17 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 03:32:38 GMT]
Service discovery failed DEVICE:asdf [27 Feb 2011 05:08:05 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 05:16:32 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 05:51:04 GMT]
HTC Dream cancled election initiation [27 Feb 2011 06:31:27 GMT]
Device or resource busy DEVICE:ty [27 Feb 2011 06:46:12 GMT]
Device or resource busy DEVICE:asdf [27 Feb 2011 06:46:13 GMT]
Device or resource busy DEVICE:HTC Dream [27 Feb 2011 06:46:15 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 07:37:01 GMT]
Connection timed out DEVICE:ty [27 Feb 2011 07:37:42 GMT]
Service discovery failed DEVICE:asdf [27 Feb 2011 08:51:03 GMT]
Service discovery failed DEVICE:ty [27 Feb 2011 09:08:14 GMT]
Service discovery failed DEVICE:qwerty [28 Feb 2011 07:23:37 GMT]
qwerty cancled election initiation [28 Feb 2011 07:27:40 GMT]
qwerty cancled election initiation [28 Feb 2011 08:11:19 GMT]
