sgaf cancled election initiation [25 Feb 2011 15:09:42 GMT]
HTC Dream cancled election initiation [25 Feb 2011 20:58:40 GMT]
HTC Dream cancled election initiation [25 Feb 2011 20:58:40 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 21:29:04 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 21:33:30 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 22:11:39 GMT]
HTC Dream cancled election initiation [25 Feb 2011 22:11:39 GMT]
Connection timed out DEVICE:HTC Dream [25 Feb 2011 22:21:18 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 22:59:37 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 23:19:33 GMT]
HTC Dream cancled election initiation [25 Feb 2011 23:32:35 GMT]
Device or resource busy DEVICE:HTC Dream [25 Feb 2011 23:36:55 GMT]
Service discovery failed DEVICE:HTC Dream [25 Feb 2011 23:49:25 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 00:02:18 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 00:55:30 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 00:59:50 GMT]
HTC Dream cancled election initiation [26 Feb 2011 02:16:43 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 02:30:53 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 02:30:56 GMT]
HTC Dream cancled election initiation [26 Feb 2011 02:46:09 GMT]
HTC Dream cancled election initiation [26 Feb 2011 04:36:31 GMT]
HTC Dream cancled election initiation [26 Feb 2011 04:51:33 GMT]
HTC Dream cancled election initiation [26 Feb 2011 05:43:14 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 09:45:01 GMT]
Connection timed out DEVICE:HTC Dream [26 Feb 2011 11:24:19 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 19:21:20 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 19:33:51 GMT]
HTC Dream cancled election initiation [26 Feb 2011 20:52:08 GMT]
Device or resource busy DEVICE:HTC Dream [26 Feb 2011 21:00:53 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 21:22:21 GMT]
Service discovery failed DEVICE:HTC Dream [26 Feb 2011 23:05:45 GMT]
HTC Dream cancled election initiation [26 Feb 2011 23:24:35 GMT]
Device or resource busy DEVICE:HTC Dream [26 Feb 2011 23:39:05 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 00:48:37 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 00:48:40 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 01:15:18 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 02:13:51 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 02:52:44 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 03:01:16 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 03:08:25 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 03:08:28 GMT]
HTC Dream cancled election initiation [27 Feb 2011 04:45:43 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 05:03:41 GMT]
Service discovery failed DEVICE:asdf [27 Feb 2011 05:25:10 GMT]
Connection timed out DEVICE:ty [27 Feb 2011 05:38:31 GMT]
Service discovery failed DEVICE:asdf [27 Feb 2011 05:38:41 GMT]
Service discovery failed DEVICE:ty [27 Feb 2011 06:07:34 GMT]
Service discovery failed DEVICE:HTC Dream [27 Feb 2011 07:40:35 GMT]
sgaf cancled election initiation [28 Feb 2011 07:18:22 GMT]
Service discovery failed DEVICE:sgaf [28 Feb 2011 07:27:41 GMT]
Service discovery failed DEVICE:sgaf [28 Feb 2011 08:50:08 GMT]
