18:00:00; Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 2, voltage = 4181
Searchlight Schedule  t=10
18:00:16; Battery: level = 100, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4151
18:21:05; Battery: level = 99, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4117
18:30:34; Battery: level = 98, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4103
18:34:04; Battery: level = 97, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4098
18:36:34; Battery: level = 96, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4091
18:37:04; Battery: level = 95, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4090
18:39:04; Battery: level = 94, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4079
18:44:34; Battery: level = 93, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4067
18:46:33; Battery: level = 92, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4071
18:51:03; Battery: level = 91, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4057
19:01:33; Battery: level = 90, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4057
19:04:32; Battery: level = 89, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4045
19:05:02; Battery: level = 88, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4036
19:06:32; Battery: level = 87, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4026
19:14:32; Battery: level = 86, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4030
19:17:02; Battery: level = 85, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4024
19:21:02; Battery: level = 84, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4022
19:24:31; Battery: level = 83, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4012
19:29:01; Battery: level = 82, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3970
19:34:31; Battery: level = 81, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3994
19:37:01; Battery: level = 80, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3988
19:37:30; Battery: level = 79, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3985
19:39:00; Battery: level = 78, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3976
19:45:00; Battery: level = 77, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3962
19:47:00; Battery: level = 76, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3969
19:54:00; Battery: level = 75, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3962
19:55:29; Battery: level = 74, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3941
19:59:29; Battery: level = 73, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3948
20:03:59; Battery: level = 72, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3946
20:05:29; Battery: level = 71, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3937
20:12:28; Battery: level = 70, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3936
20:14:28; Battery: level = 69, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3911
20:21:58; Battery: level = 68, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3916
20:23:58; Battery: level = 67, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3909
20:25:28; Battery: level = 66, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3905
20:33:27; Battery: level = 65, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3900
20:35:27; Battery: level = 64, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3895
20:37:57; Battery: level = 63, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3887
20:42:57; Battery: level = 62, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3884
20:44:57; Battery: level = 61, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3860
20:47:56; Battery: level = 60, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3872
20:54:26; Battery: level = 59, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3864
21:00:56; Battery: level = 58, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3856
21:02:56; Battery: level = 57, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3850
21:03:25; Battery: level = 56, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3846
21:04:55; Battery: level = 55, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3841
21:07:25; Battery: level = 54, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3835
21:07:26; Battery: level = 54, scale = 100, status = 2, health = 2, plugged = 1, voltage = 3835
21:07:27; Battery: level = 54, scale = 100, status = 2, health = 2, plugged = 2, voltage = 3858
