18:00:00; Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 2, voltage = 4201
18:00:23; Battery: level = 100, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4141
18:18:09; Battery: level = 99, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4077
18:19:39; Battery: level = 98, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4072
18:20:09; Battery: level = 97, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4071
18:23:09; Battery: level = 96, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4060
18:24:08; Battery: level = 95, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4055
18:26:08; Battery: level = 94, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4051
18:28:08; Battery: level = 93, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4028
18:29:08; Battery: level = 92, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4036
18:30:08; Battery: level = 91, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4017
18:30:08; Battery: level = 90, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4017
18:31:38; Battery: level = 89, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4028
18:36:08; Battery: level = 88, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4015
18:40:37; Battery: level = 87, scale = 100, status = 4, health = 2, plugged = 0, voltage = 4004
18:43:08; Battery: level = 86, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3991
18:44:08; Battery: level = 85, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3993
18:46:07; Battery: level = 84, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3987
18:48:37; Battery: level = 83, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3979
18:50:07; Battery: level = 82, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3974
18:52:37; Battery: level = 81, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3966
18:54:07; Battery: level = 80, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3963
18:54:37; Battery: level = 79, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3961
18:58:36; Battery: level = 78, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3932
19:00:06; Battery: level = 77, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3945
19:01:06; Battery: level = 76, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3939
19:03:36; Battery: level = 75, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3923
19:06:36; Battery: level = 74, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3920
19:10:06; Battery: level = 73, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3916
19:11:36; Battery: level = 72, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3912
19:12:06; Battery: level = 71, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3905
19:13:06; Battery: level = 70, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3897
19:13:36; Battery: level = 69, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3906
19:14:35; Battery: level = 68, scale = 100, status = 4, health = 2, plugged = 0, voltage = 3885
