05:54:13, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133
UConnect Schedule  prime=7
06:16:25, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=6
UConnect Schedule  prime=7
06:36:58, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=5
UConnect Schedule  prime=7
06:59:07, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=5
UConnect Schedule  prime=7
07:18:36, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=5
UConnect Schedule  prime=7
07:38:50, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=5
UConnect Schedule  prime=7
08:00:20, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=5
UConnect Schedule  prime=7
12:22:20, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=3, potential bt peers=5
UConnect Schedule  prime=7
12:37:09, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=5
UConnect Schedule  prime=7
14:35:24, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=5
UConnect Schedule  prime=7
15:50:26, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133, active bt peers=2, potential bt peers=5
16:00:37, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133
17:29:12, 18:00:00, Battery: level = 100, scale = 100, status = 5, health = 2, plugged = 1, voltage = 4133
UConnect Schedule  prime=7
