00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 02:32:34, ?, 02:32:41, 2
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 02:32:34, 02:32:30, 02:32:42, 2
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 02:32:34, 02:32:18, 02:32:46, 2
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 02:50:17, ?, 02:50:23, 2
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 02:50:17, 02:50:24, 02:50:26, 2
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 02:50:17, 02:54:22, 02:54:38, 2
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 02:50:17, 02:54:21, 02:54:38, 2
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 03:15:01, 03:14:59, 03:15:11, 2
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 03:15:01, 03:15:03, 03:15:14, 2
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 03:15:01, 03:15:04, 03:15:16, 2
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 03:15:01, 03:16:33, 03:16:59, 2
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 03:39:48, 03:39:51, 03:40:03, 2
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 03:39:48, ?, 03:40:03, 2
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 03:39:48, 03:44:16, 04:03:52, 2
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 03:39:48, ?, 04:03:52, 2
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 04:20:10, 04:20:13, 04:20:20, 2
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 04:20:10, ?, 04:20:26, 2
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 04:20:10, 04:21:07, 04:23:25, 2
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 04:20:10, 04:25:07, 04:25:09, 2
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 04:58:48, 04:58:54, 04:58:56, 2
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 04:58:48, ?, 04:59:19, 2
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 04:58:48, 04:59:40, 05:01:29, 2
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 04:58:48, 05:02:09, 05:05:35, 2
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 05:27:06, ?, 05:27:13, 2
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 05:27:06, 05:27:11, 05:27:13, 2
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 05:27:06, 05:29:40, 05:38:22, 2
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 05:27:06, ?, 05:38:22, 2
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 05:48:57, ?, 05:49:05, 3
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 05:48:57, ?, 05:49:30, 3
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 05:48:57, 05:53:07, 05:55:50, 3
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 05:48:57, ?, 05:55:50, 3
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 05:48:57, 05:54:12, 06:12:38, 3
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 06:13:00, ?, 06:13:08, 3
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 06:13:00, 06:13:06, 06:13:18, 3
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 06:13:00, 06:16:24, 06:16:24, 3
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 06:13:00, 06:16:12, 06:16:24, 3
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 06:13:00, ?, 06:16:24, 3
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 06:36:30, 06:36:35, 06:36:37, 3
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 06:36:30, 06:36:36, 06:36:48, 3
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 06:36:30, 06:36:58, 06:37:13, 3
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 06:36:30, 06:40:34, 06:40:46, 3
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 06:36:30, 06:41:18, 06:41:45, 3
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 06:56:08, ?, 06:56:15, 3
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 06:56:08, ?, 06:56:26, 3
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 06:56:08, 06:58:09, 07:00:39, 3
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 06:56:08, 07:00:35, 07:00:43, 3
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 06:56:08, ?, 07:07:05, 3
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 07:16:17, 07:16:20, 07:16:31, 3
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 07:16:17, ?, 07:16:36, 3
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 07:16:17, ?, 07:23:07, 3
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 07:16:17, 07:20:30, 07:23:07, 3
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 07:16:17, ?, 07:23:08, 3
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 07:36:03, 07:36:08, 07:36:20, 4
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 07:36:03, 07:36:10, 07:36:21, 4
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 07:36:03, 07:37:35, 07:38:43, 4
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 07:36:03, ?, 07:41:58, 4
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 07:36:03, ?, 07:41:58, 4
00:23:D4:69:79:1C, 00:23:D4:6A:E5:21, 07:36:03, ?, 07:41:58, 4
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 07:56:56, ?, 07:57:02, 4
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 07:56:56, ?, 07:57:03, 4
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 07:56:56, 07:57:36, 07:59:34, 4
00:23:D4:69:79:1C, 00:23:D4:6A:E5:21, 07:56:56, ?, 07:59:34, 4
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 07:56:56, ?, 08:03:03, 4
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 07:56:56, ?, 08:03:03, 4
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 12:20:28, 12:20:34, 12:20:35, 4
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 12:20:28, ?, 12:20:46, 4
00:23:D4:69:79:1C, 00:23:D4:6A:E5:21, 12:20:28, 12:21:19, 12:21:12, 4
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 12:20:28, 12:21:32, 12:21:48, 4
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 12:20:28, ?, 12:21:48, 4
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 12:20:28, ?, 12:22:24, 4
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 12:31:59, 12:32:05, 12:32:06, 4
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 12:31:59, 12:32:06, 12:32:18, 4
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 12:31:59, 12:33:47, 12:34:29, 4
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 12:31:59, 12:37:09, 12:38:52, 4
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 12:31:59, ?, 12:38:52, 4
00:23:D4:69:79:1C, 00:23:D4:6A:E5:21, 12:31:59, 12:37:12, 12:38:52, 4
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 14:31:06, 14:31:09, 14:31:21, 4
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 14:31:06, 14:31:10, 14:31:22, 4
00:23:D4:69:79:1C, 00:23:D4:6A:E5:21, 14:31:06, 14:32:09, 14:33:04, 4
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 14:31:06, 14:33:44, 14:35:37, 4
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 14:31:06, ?, 14:37:20, 4
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 14:31:06, ?, 14:37:20, 4
00:23:D4:69:79:1C, 00:23:D4:68:E1:E9, 17:27:34, ?, 17:27:41, 4
00:23:D4:69:79:1C, 00:23:D4:6A:87:DE, 17:27:34, 17:27:40, 17:27:52, 4
00:23:D4:69:79:1C, 00:23:D4:6A:D1:B8, 17:27:34, 17:28:30, 17:28:57, 4
00:23:D4:69:79:1C, 00:23:D4:6A:B6:B9, 17:27:34, ?, 17:28:57, 4
00:23:D4:69:79:1C, 00:23:D4:6A:22:09, 17:27:34, ?, 17:34:27, 4
00:23:D4:69:79:1C, 00:23:D4:6A:E5:21, 17:27:34, ?, 17:34:27, 4
