00:23:D4:6A:22:09, 00:23:D4:6A:B6:B9, 05:54:12, ?, 05:54:21, 3
00:23:D4:6A:22:09, 00:23:D4:6A:D1:B8, 05:54:12, ?, 05:54:22, 3
00:23:D4:6A:22:09, 00:23:D4:6A:87:DE, 05:54:12, ?, 06:00:11, 3
00:23:D4:6A:22:09, 00:23:D4:68:E1:E9, 05:54:12, 05:49:04, 06:00:11, 3
00:23:D4:6A:22:09, 00:23:D4:69:79:1C, 05:54:12, ?, 06:00:11, 3
00:23:D4:6A:22:09, 00:23:D4:6A:B6:B9, 06:16:24, 06:16:20, 06:16:38, 3
00:23:D4:6A:22:09, 00:23:D4:6A:D1:B8, 06:16:24, 06:16:12, 06:16:41, 3
00:23:D4:6A:22:09, 00:23:D4:69:79:1C, 06:16:24, 05:48:57, 06:16:44, 3
00:23:D4:6A:22:09, 00:23:D4:68:E1:E9, 06:16:24, ?, 06:16:44, 3
00:23:D4:6A:22:09, 00:23:D4:6A:87:DE, 06:16:24, ?, 06:16:44, 3
00:23:D4:6A:22:09, 00:23:D4:68:E1:E9, 06:36:58, 06:36:36, 06:37:05, 3
00:23:D4:6A:22:09, 00:23:D4:69:79:1C, 06:36:58, 06:36:30, 06:37:08, 3
00:23:D4:6A:22:09, 00:23:D4:6A:87:DE, 06:36:58, 06:36:35, 06:37:09, 3
00:23:D4:6A:22:09, 00:23:D4:6A:D1:B8, 06:36:58, ?, 06:41:18, 3
00:23:D4:6A:22:09, 00:23:D4:6A:B6:B9, 06:36:58, 06:41:18, 06:44:10, 3
00:23:D4:6A:22:09, 00:23:D4:6A:D1:B8, 06:59:06, ?, 06:59:17, 3
00:23:D4:6A:22:09, 00:23:D4:6A:B6:B9, 06:59:06, 07:00:35, 07:01:00, 3
00:23:D4:6A:22:09, 00:23:D4:6A:87:DE, 06:59:06, ?, 07:05:17, 3
00:23:D4:6A:22:09, 00:23:D4:69:79:1C, 06:59:06, 06:56:08, 07:05:17, 3
00:23:D4:6A:22:09, 00:23:D4:68:E1:E9, 06:59:06, ?, 07:09:25, 3
00:23:D4:6A:22:09, 00:23:D4:6A:B6:B9, 07:18:36, ?, 07:18:47, 3
