ty cancled election initiation [17 Mar 2011 07:39:01 GMT]
ty cancled election initiation [17 Mar 2011 08:01:12 GMT]
ty cancled election initiation [17 Mar 2011 08:05:27 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 10:06:31 GMT]
ty cancled election initiation [17 Mar 2011 10:55:40 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 12:56:12 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 12:56:17 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 14:35:51 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 14:55:12 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 15:41:06 GMT]
Service discovery failed DEVICE:07 [17 Mar 2011 17:27:11 GMT]
Service discovery failed DEVICE:07 [17 Mar 2011 18:21:49 GMT]
Service discovery failed DEVICE:07 [17 Mar 2011 19:38:29 GMT]
Service discovery failed DEVICE:07 [17 Mar 2011 20:02:20 GMT]
Service discovery failed DEVICE:07 [17 Mar 2011 20:27:25 GMT]
07 cancled election initiation [17 Mar 2011 22:31:15 GMT]
Device or resource busy DEVICE:ty [17 Mar 2011 22:39:51 GMT]
Device or resource busy DEVICE:zxc [17 Mar 2011 22:39:58 GMT]
Connection timed out DEVICE:07 [18 Mar 2011 00:12:43 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 00:33:14 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 01:11:03 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 01:27:49 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 01:36:07 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 01:48:43 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 02:05:38 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 02:41:49 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 03:23:46 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 03:36:23 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 03:57:17 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 03:57:22 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 04:45:56 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 05:36:13 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 05:48:55 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 06:04:53 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 06:17:27 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 06:42:34 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 06:55:04 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 07:03:27 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 07:20:19 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 07:32:55 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 07:49:43 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 08:36:03 GMT]
zxc cancled election initiation [18 Mar 2011 08:36:03 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 08:48:32 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 08:56:58 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 09:09:29 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 09:09:42 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 09:30:35 GMT]
zxc cancled election initiation [18 Mar 2011 09:30:40 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 09:39:03 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 09:55:52 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 10:12:34 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 10:29:20 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 10:41:55 GMT]
Connection timed out DEVICE:ty [18 Mar 2011 11:03:11 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 11:23:46 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 11:23:52 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 11:44:48 GMT]
zxc cancled election initiation [18 Mar 2011 11:44:52 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 12:10:09 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 12:22:39 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 12:22:46 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 12:39:24 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 12:56:20 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 13:13:08 GMT]
Service discovery failed DEVICE:07 [18 Mar 2011 14:12:08 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 14:37:17 GMT]
zxc cancled election initiation [18 Mar 2011 14:56:28 GMT]
zxc cancled election initiation [18 Mar 2011 15:19:55 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 16:02:37 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 17:00:17 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 17:19:33 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 17:43:32 GMT]
ty cancled election initiation [18 Mar 2011 18:49:44 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 19:14:55 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 19:23:17 GMT]
Connection timed out DEVICE:zxc [18 Mar 2011 19:48:45 GMT]
ty cancled election initiation [18 Mar 2011 23:43:35 GMT]
Service discovery failed DEVICE:zxc [19 Mar 2011 02:11:55 GMT]
Service discovery failed DEVICE:ty [19 Mar 2011 03:27:17 GMT]
ty cancled election initiation [19 Mar 2011 04:28:33 GMT]
Connection timed out DEVICE:zxc [19 Mar 2011 04:37:17 GMT]
Service discovery failed DEVICE:zxc [19 Mar 2011 05:48:05 GMT]
Service discovery failed DEVICE:zxc [19 Mar 2011 07:28:42 GMT]
