asdf cancled election initiation [17 Mar 2011 12:44:09 GMT]
asdf cancled election initiation [17 Mar 2011 12:59:24 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 13:21:25 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 13:55:56 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 14:32:05 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 14:51:35 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 15:06:51 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 15:37:33 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 15:37:41 GMT]
Connection timed out DEVICE:asdf [17 Mar 2011 15:53:09 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 17:39:56 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 18:18:00 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 18:34:50 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 19:39:02 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 19:39:08 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 20:10:57 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 20:23:33 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 20:40:12 GMT]
Service discovery failed DEVICE:ty [17 Mar 2011 20:48:34 GMT]
asdf cancled election initiation [17 Mar 2011 20:48:45 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 22:31:55 GMT]
asdf cancled election initiation [17 Mar 2011 22:32:01 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 22:44:37 GMT]
Service discovery failed DEVICE:zxc [17 Mar 2011 23:14:00 GMT]
Service discovery failed DEVICE:asdf [17 Mar 2011 23:43:13 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 00:25:11 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 00:41:53 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 00:50:17 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 01:02:55 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 01:19:45 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 01:44:56 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 01:57:38 GMT]
ty cancled election initiation [18 Mar 2011 02:17:04 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 02:33:46 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 03:49:18 GMT]
Service discovery failed DEVICE:asdf [18 Mar 2011 04:08:37 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 04:21:12 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 04:37:56 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 04:54:41 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 05:51:50 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 06:01:08 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 06:26:10 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 06:38:47 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 06:51:22 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 07:45:53 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 08:15:15 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 09:05:43 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 09:18:23 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 10:04:39 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 10:21:21 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 10:38:07 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 11:15:51 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 11:32:36 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 12:02:02 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 12:31:25 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 12:48:15 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 13:05:04 GMT]
Service discovery failed DEVICE:asdf [18 Mar 2011 13:57:53 GMT]
Service discovery failed DEVICE:ty [18 Mar 2011 14:45:59 GMT]
zxc cancled election initiation [18 Mar 2011 16:23:54 GMT]
zxc cancled election initiation [18 Mar 2011 17:01:41 GMT]
zxc cancled election initiation [18 Mar 2011 17:22:45 GMT]
Service discovery failed DEVICE:zxc [18 Mar 2011 17:43:52 GMT]
