11:36:06, 00:23:D4:6A:22:09, 00:23:D4:6A:D1:B8, bluetooth_network, false, fresh
11:36:25, 00:23:D4:6A:22:09, 00:23:D4:6A:F5:43, bluetooth_network, false, fresh
11:38:37, 00:23:D4:6A:22:09, 00:23:D4:6A:F5:43, bluetooth_network, true, update
