11:39:57, 00:23:D4:6A:A4:E2, 00:23:D4:6A:87:DE, bluetooth_network, false, fresh
11:39:59, 00:23:D4:6A:A4:E2, 00:23:D4:69:79:1C, bluetooth_network, false, fresh
11:40:12, 00:23:D4:6A:A4:E2, 00:23:D4:6A:BB:92, bluetooth_network, false, fresh
