11:39:15, 00:23:D4:6A:D1:B8, 00:23:D4:6A:22:09, bluetooth_network, false, fresh
11:39:16, 00:23:D4:6A:D1:B8, 00:23:D4:6A:F5:43, bluetooth_network, false, fresh
11:39:30, 00:23:D4:6A:D1:B8, 00:23:D4:68:E1:E9, bluetooth_network, false, fresh
11:39:45, 00:23:D4:6A:D1:B8, 00:23:D4:6A:B6:B9, bluetooth_network, false, fresh
11:41:13, 00:23:D4:6A:D1:B8, 00:23:D4:68:E1:E9, bluetooth_network, true, update
11:42:56, 00:23:D4:6A:D1:B8, 00:23:D4:6A:F5:43, bluetooth_network, true, update
