14:50:41, 00:23:D4:6A:22:09, 00:23:D4:6A:D1:B8, bluetooth_network, false, fresh
14:50:44, 00:23:D4:6A:22:09, 00:23:D4:68:E1:E9, bluetooth_network, false, fresh
14:50:46, 00:23:D4:6A:22:09, 00:23:D4:6A:F5:43, bluetooth_network, false, fresh
14:50:56, 00:23:D4:6A:22:09, 00:23:D4:6A:B6:B9, bluetooth_network, false, fresh
14:53:02, 00:23:D4:6A:22:09, 00:23:D4:6A:B6:B9, bluetooth_network, true, update
14:56:47, 00:23:D4:6A:22:09, 00:23:D4:6A:B6:B9, bluetooth_network, true, update
