14:52:22, 00:23:D4:6A:A4:E2, 00:23:D4:69:79:1C, bluetooth_network, false, fresh
14:52:23, 00:23:D4:6A:A4:E2, 00:23:D4:6A:BB:92, bluetooth_network, false, fresh
14:56:32, 00:23:D4:6A:A4:E2, 00:23:D4:69:79:1C, bluetooth_network, true, update
14:56:52, 00:23:D4:6A:A4:E2, 00:23:D4:6A:87:DE, bluetooth_network, false, fresh
14:57:10, 00:23:D4:6A:A4:E2, 00:23:D4:6A:BB:92, bluetooth_network, true, update
