14:56:00, 00:23:D4:6A:87:DE, 00:23:D4:6A:BB:92, bluetooth_network, false, fresh
14:56:01, 00:23:D4:6A:87:DE, 00:23:D4:6A:A4:E2, bluetooth_network, false, fresh
14:56:31, 00:23:D4:6A:87:DE, 00:23:D4:69:79:1C, bluetooth_network, false, fresh
15:01:27, 00:23:D4:6A:87:DE, 00:23:D4:6A:BB:92, bluetooth_network, true, update
