14:51:34, 00:23:D4:6A:D1:B8, 00:23:D4:6A:F5:43, bluetooth_network, false, fresh
14:51:35, 00:23:D4:6A:D1:B8, 00:23:D4:6A:22:09, bluetooth_network, true, update
14:51:36, 00:23:D4:6A:D1:B8, 00:23:D4:6A:B6:B9, bluetooth_network, false, fresh
14:51:36, 00:23:D4:6A:D1:B8, 00:23:D4:68:E1:E9, bluetooth_network, false, fresh
14:58:33, 00:23:D4:6A:D1:B8, 00:23:D4:6A:F5:43, bluetooth_network, false, fresh
15:02:38, 00:23:D4:6A:D1:B8, 00:23:D4:68:E1:E9, bluetooth_network, true, update
