13:01:15 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
Service discovery failed DEVICE:07 [9 Mar 2011 19:25:48 GMT]
Device or resource busy DEVICE:08 [9 Mar 2011 19:26:00 GMT]
