13:34:21 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
11 cancled election initiation [9 Mar 2011 19:36:54 GMT]
11 cancled election initiation [9 Mar 2011 20:01:50 GMT]
14:58:18 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
15:17:31 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
15:36:46 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
11 cancled election initiation [9 Mar 2011 21:39:20 GMT]
11 cancled election initiation [9 Mar 2011 21:58:32 GMT]
16:43:05 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
16:50:05 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
qwerty cancled election initiation [9 Mar 2011 22:52:35 GMT]
17:00:46 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
Service discovery failed DEVICE:11 [10 Mar 2011 01:01:42 GMT]
Service discovery failed DEVICE:qwerty [10 Mar 2011 01:40:07 GMT]
01:29:25, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 
11 cancled election initiation [16 Mar 2011 06:32:04 GMT]
01:40:56, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 1
11 cancled election initiation [16 Mar 2011 06:43:30 GMT]
qwerty cancled election initiation [16 Mar 2011 06:43:30 GMT]
01:56:08, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 11
02:03:41, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 11
02:12:07, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 11
Service discovery failed DEVICE:11 [16 Mar 2011 07:23:05 GMT]
02:26:07, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 11
qwerty cancled election initiation [16 Mar 2011 07:28:39 GMT]
02:47:47, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 11
03:02:08, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 11
qwerty cancled election initiation [16 Mar 2011 08:04:44 GMT]
03:11:17, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 11
03:13:43, 00:23:D4:6A:87:DE, STARTING NEW INSTANCE, POTENTIAL NEIGHBORS = 2, 11
Service discovery failed DEVICE:11 [16 Mar 2011 08:16:21 GMT]
