Current Time, My address, Neighbor address, Neighbor IP, Name, Network type, Direct, New, Size
10:27:41 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
10:27:48, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, 11, GARBAGE, bluetooth discovery, true, fresh, 1
10:27:58, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.1, wifi_network, true, fresh, 2
10:27:59, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.2, wifi_network, true, old, 2
10:27:59, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.2, wifi_network, true, old, 2
10:34:31, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, 11, GARBAGE, bluetooth_network, true, old, 2
10:34:34, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.1, bluetooth_network, true, old, 2
10:34:35, 00:23:D4:68:E1:E9, 00:23:D4:6A:E5:21, phone, 192.168.1.4, bluetooth_network, true, fresh, 3
10:34:35, 00:23:D4:68:E1:E9, 00:23:D4:6A:BB:92, GARBAGE NAME, GARBAGE IP, bluetooth_network, true, fresh, 4
10:36:19, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, 13, GARBAGE, bluetooth discovery, true, old, 4
10:36:23, 00:23:D4:68:E1:E9, 00:23:D4:6A:22:09, phone, 192.168.1.6, wifi_network, true, fresh, 5
10:36:23, 00:23:D4:68:E1:E9, 00:23:D4:6A:A4:E2, GARBAGE NAME, GARBAGE IP, wifi_network, false, fresh, 6
10:36:24, 00:23:D4:68:E1:E9, 00:23:D4:6A:E5:21, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:36:24, 00:23:D4:68:E1:E9, 00:23:D4:6A:BB:92, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:36:26, 00:23:D4:68:E1:E9, 00:23:D4:6A:A4:E2, phone, 192.168.1.7, wifi_network, true, fresh, 6
10:36:26, 00:23:D4:68:E1:E9, 00:23:D4:6A:BB:92, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:36:26, 00:23:D4:68:E1:E9, 00:23:D4:6A:E5:21, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:36:26, 00:23:D4:68:E1:E9, 00:23:D4:6A:22:09, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:36:55, 00:23:D4:68:E1:E9, 00:23:D4:6A:22:09, phone, 192.168.1.6, wifi_network, true, old, 6
10:36:55, 00:23:D4:68:E1:E9, 00:23:D4:6A:A4:E2, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:36:55, 00:23:D4:68:E1:E9, 00:23:D4:6A:E5:21, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:36:55, 00:23:D4:68:E1:E9, 00:23:D4:6A:BB:92, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:39:52, 00:23:D4:68:E1:E9, 00:23:D4:6A:E5:21, phone, 192.168.1.4, wifi_network, true, old, 6
10:39:52, 00:23:D4:68:E1:E9, 00:23:D4:6A:22:09, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:39:53, 00:23:D4:68:E1:E9, 00:23:D4:6A:BB:92, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:39:53, 00:23:D4:68:E1:E9, 00:23:D4:6A:A4:E2, GARBAGE NAME, GARBAGE IP, wifi_network, true, old, 6
10:42:56, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, 11, GARBAGE, bluetooth_network, true, old, 6
10:43:00, 00:23:D4:68:E1:E9, 00:23:D4:6A:22:09, GARBAGE NAME, GARBAGE IP, bluetooth_network, true, old, 6
10:43:00, 00:23:D4:68:E1:E9, 00:23:D4:6A:A4:E2, GARBAGE NAME, GARBAGE IP, bluetooth_network, true, old, 6
10:43:00, 00:23:D4:68:E1:E9, 00:23:D4:6A:E5:21, phone, 192.168.1.4, bluetooth_network, true, old, 6
10:43:00, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, phone, 192.168.1.1, bluetooth_network, true, old, 6
10:43:00, 00:23:D4:68:E1:E9, 00:23:D4:6A:BB:92, GARBAGE NAME, GARBAGE IP, bluetooth_network, true, old, 6
Current Time, My address, Neighbor address, Neighbor IP, Name, Network type, Direct, New, Size
10:44:14 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 3
10:44:23, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, 11, GARBAGE, bluetooth discovery, true, fresh, 1
10:44:24, 00:23:D4:68:E1:E9, 00:23:D4:69:79:1C, phone, 192.168.1.2, wifi_network, true, old, 1
10:44:24, 00:23:D4:68:E1:E9, 00:23:D4:6A:87:DE, GARBAGE NAME, GARBAGE IP, wifi_network, false, fresh, 2
10:44:43, 00:23:D4:68:E1:E9, 00:23:D4:6A:BB:92, phone, 192.168.1.5, wifi_network, true, fresh, 3
